CASE,SERIAL,REF,QUESTNNR,MODE,STARTED,SD01_01,SD02,SD15,SD14_02,SD16,SD17_01,SD18,SD19,SD20,SD21_01,SD21_02,SD21_03,SD22_01,SD22_02,SD22_03,SD22_04,SD22_05,SD22_06,SD22_07,SD22_08,SD22_09,PS17_01,PS17_02,PS17_03,PS16,PS15,PS14,PS13,PS22,PS11,PS10,PS04_01,PS19_01,PS19_02,PS03,PS18,KO01_01,KO01_02,KO01_03,KO01_04,KO01_05,F008_01,F008_02,F008_03,F008_04,F008_05,F008_06,F008_07,F008_08,PP01_01,PP01_02,PP01_03,PP01_04,PP01_05,PP01_06,PP01_07,PP04_01,PP04_02,PP04_03,PP04_04,PP08_01,PP08_02,PP08_03,LG01_01,LG01_02,LG01_03,LG01_04,LG01_05,LG01_06,LG01_07,LG01_08,LG01_09,LG16_01,LG16_02,LG16_03,LG16_04,LG16_05,LG16_06,LG16_07,LG16_08,LG16_09,LG16_10,LG16_11,LG18_01,LG18_02,LG18_03,LG18_04,LG18_05,LG18_06,LG18_07,LG18_08,LG18_09,LG18_10,LG18_11,LG18_12,LG18_13,LG18_14,LG18_15,LG17_01,LG17_02,LG17_03,LG17_04,LG17_05,LG17_06,LG17_07,LG17_08,TP01_01,TP01_02,TP01_03,TP01_04,TP01_05,TP01_06,TP02_01,TP02_02,TP02_03,TP02_04,TP02_05,TP02_06,TP03_01,TP03_02,TP03_03,TP03_04,CV26_01,CV27_01,CV27_02,CV27_03,CV27_04,CV27_05,EP01,EP01_01,EP01_02,EP01_03,EP01_04,EP01_05,EP01_06,EP01_07,EP01_08,EP01_09,EP01_10,EP01_11,EP01_12,EP01_13,EP01_14,EP01_15,EP01_16,EP02_01,EP02_02,EP02_03,EP02_04,EP02_05,EP02_06,EP02_07,EP02_08,EP02_09,EP02_11,EP02_12,EP03_01,EP03_02,EP03_03,EP03_04,EP03_05,EP03_06,EP03_07,EP04_01,EP04_02,EP04_03,EP04_04,EP05_01,EP05_02,EP05_03,EP05_04,EP05_05,EP05_06,EP06_01,EP06_02,EP06_03,EP06_04,BP01_01,BP01_02,BP01_03,BP01_04,BP01_05,BP01_06,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME016,TIME017,TIME018,TIME019,TIME020,TIME021,TIME022,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI,DEG_TIME
189,,,base,interview,2022-01-24 12:33:25,19,weiblich,bei meinen Eltern.,0,erwerbstätig.,10,Deutsch,der Mittelschicht,der Mittelschicht,7.0,7.0,8.0,Trifft eher nicht zu,Trifft eher zu,Trifft eher nicht zu,Trifft eher nicht zu,Trifft überhaupt nicht zu,Trifft eher zu,Weder noch,Weder noch,Trifft eher nicht zu,äußerst wichtig,6.0,,Kein Erweiterungsfach,GW,DE,WiSe 2021/22,Sonstiges,Einführungspraktikum A,ja,21,6.0,15,MS,November 2021,5.0,trifft voll zu,4.0,4.0,4.0,trifft zu,trifft zu,5.0,trifft zu,trifft zu,trifft zu,5.0,trifft zu,trifft voll und ganz zu,5.0,trifft voll und ganz zu,5.0,5.0,4.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft gar nicht zu,trifft voll und ganz zu,3.0,trifft voll zu,2.0,nie,5.0,sehr häufig,nie,2.0,5.0,4.0,5.0,3.0,,,,,,,,,,,,nie,nie,nie,nie,nie,nie,nie,4.0,nie,nie,nie,nie,nie,nie,4.0,4.0,2.0,3.0,sehr häufig,5.0,4.0,4.0,2.0,,,,,,,,,,,,,5.0,5.0,2.0,4.0,,M,M,I,16,B,0.0,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,4.0,3.0,2.0,sehr häufig,sehr häufig,sehr häufig,sehr häufig,4.0,sehr häufig,sehr häufig,4.0,4.0,5.0,4.0,5.0,sehr häufig,4.0,4.0,4.0,5.0,sehr häufig,sehr häufig,2.0,5.0,5.0,sehr häufig,5.0,sehr häufig,4.0,4.0,sehr häufig,sehr häufig,trifft gar nicht zu,4.0,5.0,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,5.0,21.0,63.0,19.0,39.0,18.0,49.0,110.0,49.0,54.0,71.0,65.0,19.0,67.0,59.0,57.0,64.0,51.0,40.0,72.0,58.0,1050.0,,2022-01-24 12:50:55,ausgefüllt,Teilnehmer,22.0,22.0,15.0,13.0,,7.0
261,,,base,interview,2022-01-24 14:48:58,24,weiblich,mit meinem*meiner Partner*in.,0,nicht erwerbstätig.,,Deutsch,der Mittelschicht,der Mittelschicht,7.0,7.0,8.0,Trifft eher nicht zu,Trifft eher zu,Weder noch,Trifft eher zu,Weder noch,Trifft voll und ganz zu,Weder noch,Trifft voll und ganz zu,Weder noch,6.0,äußerst wichtig,,Kein Erweiterungsfach,MA,BU,WiSe 2018/19,BU,Vertiefungspraktikum A,ja,59,13.0,10,AHS,November 2021,3.0,4.0,2.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,trifft zu,2.0,2.0,2.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,trifft voll zu,3.0,3.0,5.0,sehr häufig,3.0,nie,3.0,2.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0,sehr häufig,5.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,sehr häufig,4.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,nie,3.0,4.0,4.0,5.0,4.0,sehr häufig,sehr häufig,2.0,,,,,trifft gar nicht zu,,3.0,4.0,5.0,3.0,,trifft voll und ganz zu,5.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,,V,W,S,11,B,3.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,5.0,4.0,5.0,sehr häufig,3.0,4.0,4.0,sehr häufig,5.0,sehr häufig,5.0,sehr häufig,5.0,2.0,5.0,3.0,sehr häufig,sehr häufig,5.0,nie,5.0,2.0,3.0,5.0,2.0,3.0,sehr häufig,3.0,5.0,sehr häufig,sehr häufig,5.0,trifft voll und ganz zu,5.0,2.0,4.0,4.0,5.0,88.0,23.0,79.0,16.0,32.0,13.0,85.0,59.0,40.0,48.0,65.0,38.0,62.0,70.0,38.0,77.0,47.0,58.0,55.0,105.0,43.0,1058.0,,2022-01-24 15:07:59,ausgefüllt,Teilnehmer,22.0,22.0,5.0,4.0,,3.0
229,,,base,interview,2022-01-24 13:18:44,26,weiblich,bei meinen Eltern.,0,nicht erwerbstätig.,0,Deutsch,der Mittelschicht,der Unterschicht,6.0,5.0,8.0,Trifft eher nicht zu,Trifft voll und ganz zu,Trifft eher zu,Trifft überhaupt nicht zu,Trifft eher nicht zu,Weder noch,Trifft überhaupt nicht zu,Trifft voll und ganz zu,Trifft eher zu,,,,,EH,DE,WiSe 2019/20,EH,Fachpraktikum A,ja,51,19.0,8,MS,Jänner 2022,3.0,4.0,4.0,2.0,2.0,trifft zu,trifft zu,trifft zu,trifft zu,5.0,trifft zu,trifft zu,trifft zu,2.0,2.0,5.0,3.0,3.0,4.0,trifft voll und ganz zu,2.0,3.0,3.0,trifft voll und ganz zu,trifft voll zu,trifft voll zu,trifft voll zu,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,5.0,3.0,3.0,3.0,5.0,3.0,sehr häufig,4.0,4.0,3.0,4.0,2.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,,,,,2.0,,trifft gar nicht zu,trifft gar nicht zu,2.0,3.0,,3.0,trifft gar nicht zu,trifft voll und ganz zu,trifft gar nicht zu,trifft gar nicht zu,,M,W,I,3,B,1.0,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,sehr häufig,5.0,2.0,3.0,4.0,5.0,5.0,sehr häufig,sehr häufig,5.0,5.0,sehr häufig,5.0,5.0,5.0,5.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,trifft gar nicht zu,2.0,3.0,2.0,3.0,3.0,7.0,25.0,35.0,15.0,22.0,10.0,21.0,55.0,25.0,29.0,28.0,14.0,13.0,18.0,12.0,35.0,15.0,31.0,12.0,19.0,32.0,473.0,,2022-01-24 13:26:37,ausgefüllt,Teilnehmer,22.0,22.0,7.0,5.0,,61.0
173,,,base,interview,2022-01-24 12:26:07,25,weiblich,mit meinem*meiner Partner*in.,0,erwerbstätig.,25,Deutsch,der Mittelschicht,der Mittelschicht,6.0,6.0,7.0,Trifft überhaupt nicht zu,Trifft eher zu,Weder noch,Trifft eher zu,Trifft eher zu,Trifft eher zu,Trifft überhaupt nicht zu,Trifft eher zu,Weder noch,äußerst wichtig,3.0,,,PuP,EN,WiSe 2016/17,PuP,Vertiefungspraktikum A,ja,50,20.0,10,AHS,November 2021,5.0,5.0,4.0,5.0,4.0,trifft nicht zu,3.0,trifft nicht zu,4.0,4.0,5.0,trifft zu,4.0,5.0,5.0,5.0,4.0,4.0,trifft voll und ganz zu,trifft voll und ganz zu,5.0,5.0,trifft gar nicht zu,5.0,2.0,3.0,3.0,4.0,3.0,nie,nie,2.0,nie,2.0,4.0,nie,5.0,4.0,3.0,3.0,nie,2.0,2.0,3.0,4.0,3.0,4.0,nie,nie,2.0,nie,2.0,nie,nie,3.0,3.0,nie,nie,2.0,nie,nie,3.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,trifft gar nicht zu,2.0,3.0,4.0,4.0,3.0,4.0,4.0,trifft voll und ganz zu,2.0,4.0,2.0,trifft gar nicht zu,,G,W,D,18,B,5.0,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,ausgewählt,ausgewählt,nicht gewählt,ausgewählt,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,3.0,2.0,4.0,4.0,sehr häufig,sehr häufig,sehr häufig,sehr häufig,4.0,sehr häufig,2.0,nie,nie,sehr häufig,3.0,nie,4.0,2.0,2.0,3.0,4.0,5.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,trifft voll und ganz zu,4.0,4.0,17.0,35.0,9.0,41.0,9.0,23.0,50.0,39.0,33.0,52.0,40.0,50.0,48.0,48.0,73.0,36.0,59.0,34.0,55.0,30.0,785.0,,2022-01-24 12:39:12,ausgefüllt,Teilnehmer,22.0,22.0,2.0,0.0,,14.0
183,,,base,interview,2022-01-24 12:30:15,22,weiblich,andere Lebensform.,/,nicht erwerbstätig.,/,Deutsch,keiner dieser Schichten,der oberen Mittelschicht,4.0,7.0,4.0,Weder noch,Trifft eher nicht zu,Trifft eher zu,Trifft eher nicht zu,Trifft überhaupt nicht zu,Trifft eher zu,Trifft eher zu,Trifft eher zu,Weder noch,äußerst wichtig,5.0,,,GS,DE,WiSe 2019/20,DE,Vertiefungspraktikum A,ja,60,20.0,12,AHS,Jänner 2022,5.0,5.0,4.0,5.0,5.0,trifft nicht zu,trifft zu,trifft nicht zu,5.0,4.0,trifft zu,4.0,4.0,5.0,trifft voll und ganz zu,5.0,4.0,3.0,4.0,3.0,5.0,4.0,trifft gar nicht zu,4.0,3.0,3.0,3.0,sehr häufig,sehr häufig,5.0,3.0,4.0,2.0,4.0,sehr häufig,nie,4.0,5.0,3.0,sehr häufig,4.0,4.0,3.0,4.0,5.0,5.0,sehr häufig,3.0,5.0,2.0,4.0,5.0,3.0,nie,4.0,sehr häufig,4.0,2.0,3.0,4.0,3.0,5.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,trifft gar nicht zu,2.0,2.0,2.0,4.0,2.0,3.0,2.0,trifft gar nicht zu,2.0,4.0,2.0,3.0,3.0,2.0,6 Praktika sind zuviel in 8 Semestern. 2 ECTS sind zudem viel zu wenig für den Aufwand. Neben den anderen Aufgaben im Studium erhöht sich so der Stressfaktor enorm. Weniger wäre mehr.,A,T,A,6,b,5.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,ausgewählt,ausgewählt,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,2.0,2.0,2.0,nie,3.0,4.0,5.0,3.0,nie,4.0,nie,nie,2.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,5.0,5.0,nie,4.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,5.0,12.0,30.0,57.0,15.0,54.0,12.0,28.0,80.0,56.0,72.0,56.0,53.0,116.0,110.0,72.0,128.0,31.0,84.0,57.0,92.0,197.0,1253.0,,2022-01-24 12:53:47,ausgefüllt,Teilnehmer,22.0,22.0,1.0,0.0,,1.0
355,,,base,interview,2022-01-24 21:01:12,21,weiblich,bei meinen Eltern.,0,erwerbstätig.,15,Deutsch,der Mittelschicht,der Mittelschicht,7.0,6.0,8.0,Trifft eher nicht zu,Trifft eher zu,Trifft eher zu,Weder noch,Trifft eher zu,Trifft eher zu,Weder noch,Trifft eher zu,Trifft eher nicht zu,äußerst wichtig,5.0,,,BU,MA,WiSe 2019/20,BU,Fachpraktikum B,ja,48,2.0,4,Polytechnische Schule,Jänner 2022,5.0,trifft voll zu,4.0,5.0,4.0,3.0,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,5.0,5.0,2.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft gar nicht zu,trifft voll und ganz zu,trifft voll zu,trifft voll zu,trifft voll zu,2.0,nie,sehr häufig,4.0,nie,nie,nie,nie,2.0,nie,3.0,nie,4.0,sehr häufig,2.0,nie,2.0,3.0,2.0,sehr häufig,nie,5.0,nie,nie,nie,nie,,nie,nie,nie,nie,nie,,nie,4.0,nie,nie,5.0,nie,nie,4.0,4.0,2.0,3.0,trifft voll und ganz zu,trifft voll und ganz zu,4.0,4.0,5.0,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,3.0,trifft voll und ganz zu,4.0,trifft gar nicht zu,,S,J,V,2,B,0.0,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nie,nie,5.0,2.0,sehr häufig,sehr häufig,sehr häufig,sehr häufig,nie,3.0,nie,nie,nie,sehr häufig,2.0,2.0,sehr häufig,nie,nie,nie,3.0,nie,5.0,5.0,nie,5.0,2.0,4.0,nie,2.0,3.0,nie,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft voll und ganz zu,6.0,17.0,30.0,15.0,46.0,9.0,26.0,55.0,28.0,38.0,33.0,44.0,61.0,53.0,57.0,117.0,20.0,57.0,55.0,74.0,32.0,873.0,,2022-01-24 21:15:45,ausgefüllt,Teilnehmer,22.0,22.0,3.0,1.0,,11.0
269,,,base,interview,2022-01-24 15:21:09,26,weiblich,andere Lebensform.,1,nicht erwerbstätig.,,Deutsch,der Unterschicht,der Mittelschicht,3.0,5.0,5.0,Trifft eher nicht zu,Trifft voll und ganz zu,Trifft eher nicht zu,Trifft eher zu,Trifft überhaupt nicht zu,Trifft eher zu,Trifft eher zu,Trifft voll und ganz zu,Trifft eher nicht zu,äußerst wichtig,äußerst wichtig,,,GS,EN,WS 2015 oder früher,GS,Fachpraktikum A,ja,27,21.0,6,MS,Dezember 2021,5.0,5.0,4.0,5.0,5.0,3.0,trifft zu,trifft zu,5.0,trifft zu,trifft zu,5.0,trifft zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,3.0,2.0,2.0,5.0,trifft voll und ganz zu,trifft gar nicht zu,trifft voll und ganz zu,3.0,2.0,2.0,4.0,3.0,2.0,nie,4.0,sehr häufig,4.0,sehr häufig,4.0,2.0,sehr häufig,2.0,5.0,4.0,4.0,3.0,5.0,sehr häufig,5.0,sehr häufig,nie,3.0,2.0,5.0,4.0,nie,nie,4.0,3.0,nie,nie,nie,nie,4.0,5.0,4.0,2.0,sehr häufig,5.0,5.0,2.0,sehr häufig,2.0,3.0,trifft gar nicht zu,5.0,3.0,3.0,trifft voll und ganz zu,4.0,trifft voll und ganz zu,2.0,4.0,4.0,trifft gar nicht zu,3.0,3.0,2.0,2.0,,J,A,L,27,B,2.0,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,4.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,2.0,5.0,4.0,2.0,nie,5.0,nie,4.0,sehr häufig,2.0,nie,4.0,nie,3.0,4.0,5.0,5.0,trifft voll und ganz zu,5.0,trifft voll und ganz zu,4.0,trifft voll und ganz zu,trifft voll und ganz zu,7.0,23.0,32.0,28.0,36.0,9.0,58.0,72.0,39.0,44.0,43.0,65.0,78.0,74.0,43.0,180.0,38.0,76.0,72.0,99.0,36.0,1152.0,,2022-01-24 15:40:21,ausgefüllt,Teilnehmer,22.0,22.0,2.0,1.0,,3.0
130,,,base,interview,2022-01-24 11:57:27,21,weiblich,mit meinem*meiner Partner*in.,0,nicht erwerbstätig.,0,Deutsch,der Mittelschicht,der Mittelschicht,7.0,6.0,8.0,Weder noch,Trifft eher zu,Trifft überhaupt nicht zu,Trifft überhaupt nicht zu,Trifft eher zu,Trifft voll und ganz zu,Trifft überhaupt nicht zu,Trifft voll und ganz zu,Weder noch,6.0,5.0,nicht wichtig,,BU,EN,WiSe 2018/19,EN,Vertiefungspraktikum A,ja,50,12.0,10,MS,November 2021,5.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,trifft voll und ganz zu,5.0,5.0,4.0,3.0,2.0,5.0,5.0,5.0,4.0,5.0,trifft voll zu,3.0,trifft voll zu,5.0,5.0,4.0,2.0,5.0,4.0,5.0,5.0,5.0,sehr häufig,4.0,sehr häufig,sehr häufig,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,sehr häufig,4.0,4.0,5.0,5.0,5.0,2.0,sehr häufig,5.0,sehr häufig,nie,4.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,3.0,5.0,4.0,4.0,trifft gar nicht zu,5.0,5.0,5.0,4.0,5.0,trifft gar nicht zu,4.0,2.0,2.0,2.0,2.0,,T,P,S,13,B,5.0,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,ausgewählt,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,nicht gewählt,5.0,5.0,5.0,4.0,5.0,5.0,5.0,sehr häufig,4.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,2.0,3.0,3.0,sehr häufig,3.0,5.0,5.0,5.0,4.0,sehr häufig,4.0,3.0,5.0,5.0,3.0,trifft voll und ganz zu,5.0,4.0,3.0,5.0,5.0,27.0,16.0,119.0,23.0,84.0,9.0,103.0,98.0,207.0,49.0,110.0,47.0,331.0,93.0,81.0,140.0,42.0,55.0,70.0,88.0,74082.0,1389.0,,2022-01-25 09:02:01,ausgefüllt,Teilnehmer,22.0,22.0,1.0,0.0,,2.0
326,,,base,interview,2022-01-24 18:38:17,21,weiblich,alleine.,,nicht erwerbstätig.,,Deutsch,der Mittelschicht,der Mittelschicht,5.0,7.0,7.0,Trifft eher nicht zu,Weder noch,Trifft eher nicht zu,Trifft eher nicht zu,Weder noch,Trifft eher zu,Weder noch,Trifft voll und ganz zu,Trifft eher zu,äußerst wichtig,3.0,6.0,GS,MA,EN,WiSe 2021/22,Sonstiges,Einführungspraktikum A,ja,20,5.0,0,MS,Dezember 2021,5.0,5.0,3.0,3.0,3.0,2.0,4.0,4.0,5.0,5.0,trifft zu,4.0,trifft nicht zu,5.0,5.0,trifft voll und ganz zu,5.0,trifft voll und ganz zu,trifft voll und ganz zu,4.0,5.0,4.0,2.0,5.0,trifft voll zu,trifft voll zu,trifft voll zu,nie,5.0,2.0,5.0,4.0,2.0,3.0,5.0,4.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,2.0,2.0,nie,nie,nie,nie,2.0,nie,nie,nie,nie,nie,nie,nie,5.0,4.0,nie,nie,5.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,,V,M,O,26,B,3.0,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,ausgewählt,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,4.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,2.0,nie,nie,nie,nie,5.0,nie,nie,5.0,2.0,3.0,2.0,sehr häufig,sehr häufig,3.0,5.0,2.0,2.0,5.0,5.0,2.0,5.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,14.0,35.0,16.0,30.0,11.0,24.0,60.0,43.0,42.0,34.0,36.0,34.0,39.0,31.0,60.0,17.0,48.0,38.0,79.0,41.0,742.0,,2022-01-24 18:50:40,ausgefüllt,Teilnehmer,22.0,22.0,2.0,1.0,,16.0
318,,,base,interview,2022-01-24 18:38:04,,männlich,bei meinen Eltern.,0,nicht erwerbstätig.,,Deutsch,der Mittelschicht,der Mittelschicht,7.0,8.0,7.0,Trifft eher zu,Trifft eher zu,Weder noch,Trifft eher zu,Trifft eher nicht zu,Weder noch,Trifft eher nicht zu,Trifft eher zu,Weder noch,6.0,5.0,,Kein Erweiterungsfach,EH,EN,WiSe 2021/22,MA,Einführungspraktikum A,ja,30,12.0,0,MS,Dezember 2021,5.0,5.0,4.0,trifft voll zu,5.0,trifft zu,5.0,5.0,5.0,5.0,trifft zu,5.0,4.0,5.0,trifft voll und ganz zu,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,trifft voll zu,3.0,3.0,3.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,trifft voll und ganz zu,5.0,,B,R,J,16,B,0.0,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,sehr häufig,5.0,4.0,sehr häufig,sehr häufig,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,trifft gar nicht zu,4.0,5.0,2.0,trifft gar nicht zu,4.0,11.0,15.0,58.0,26.0,47.0,15.0,41.0,75.0,49.0,58.0,63.0,53.0,43.0,26.0,18.0,48.0,29.0,13.0,11.0,50.0,39.0,788.0,,2022-01-24 18:51:12,ausgefüllt,Teilnehmer,22.0,22.0,2.0,1.0,,29.0
170,,,base,interview,2022-01-24 12:25:53,42,weiblich,mit meinem*meiner Partner*in.,2,erwerbstätig.,20,Deutsch,der Mittelschicht,der Mittelschicht,7.0,7.0,7.0,Trifft eher nicht zu,Trifft eher nicht zu,Trifft überhaupt nicht zu,Trifft eher zu,Weder noch,Trifft eher nicht zu,Trifft überhaupt nicht zu,Trifft voll und ganz zu,Trifft eher nicht zu,äußerst wichtig,äußerst wichtig,,,IP,BU,WiSe 2018/19,IP,Vertiefungspraktikum B,ja,40,10.0,10,MS,Dezember 2021,4.0,5.0,4.0,4.0,5.0,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,3.0,,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,,,,trifft gar nicht zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft gar nicht zu,trifft voll und ganz zu,trifft voll zu,2.0,trifft voll zu,sehr häufig,nie,nie,nie,nie,nie,nie,sehr häufig,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,5.0,3.0,5.0,4.0,4.0,2.0,4.0,trifft gar nicht zu,,trifft gar nicht zu,trifft gar nicht zu,4.0,2.0,trifft gar nicht zu,,trifft gar nicht zu,trifft gar nicht zu,5.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,,,L,R,E,9,B,3.0,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,sehr häufig,5.0,2.0,3.0,5.0,5.0,sehr häufig,sehr häufig,sehr häufig,sehr häufig,3.0,2.0,4.0,sehr häufig,4.0,5.0,sehr häufig,5.0,3.0,nie,5.0,5.0,4.0,5.0,3.0,5.0,3.0,2.0,4.0,4.0,4.0,,trifft gar nicht zu,trifft gar nicht zu,3.0,trifft gar nicht zu,trifft voll und ganz zu,4.0,9.0,38.0,65.0,18.0,46.0,24.0,37.0,136.0,56.0,56.0,86.0,52.0,9.0,12.0,46.0,79.0,43.0,57.0,51.0,58.0,30.0,1008.0,,2022-01-24 12:42:41,ausgefüllt,Teilnehmer,22.0,22.0,22.0,20.0,,24.0
