CASE,SERIAL,REF,QUESTNNR,MODE,STARTED,D001_01,D002,D015,D014,D016,D017_01,D018,PS17_01,PS17_02,PS17_03,PS16,PS15,PS14,PS13,PS12,PS11,PS11_05,PS11_01,PS11_02,PS11_03,PS11_04,PS10,PS09,PS08_01,PS07,PS06,PS04_01,PS19_01,PS20_01,PS03,PS02_01,PS18,KO01_01,KO01_02,KO01_03,KO01_04,KO01_05,F008_06,F008_03,F008_05,F008_07,F008_08,F004_01,PP01_01,PP01_02,PP01_03,PP01_04,PP01_05,PP01_06,PP01_07,PP04_01,PP04_02,PP04_03,PP04_04,PP06_01,PP06_02,PP06_03,PP06_04,PP05_01,PP05_02,PP05_03,PP05_04,PP05_05,PP08_01,PP08_02,PP08_03,LG01_01,LG01_02,LG01_03,LG01_04,LG01_05,LG01_06,LG01_07,LG01_08,LG01_09,LG01_10,LG13_25,LG13_11,LG13_23,LG13_12,LG13_14,LG13_29,LG13_24,LG13_13,LG13_15,LG13_20,LG15_32,LG15_33,LG15_30,LG15_31,LG15_28,LG15_27,LG15_16,LG15_17,VP01_01,VP01_02,VP01_03,VP01_04,VP01_05,VP01_06,VP01_07,VP01_08,VP01_09,VP01_10,VP01_11,VP01_12,VP01_13,VP01_14,VP02_01,VP02_02,VP02_03,VP02_04,VP02_05,VP02_06,VP02_07,VP02_08,VP02_09,VP02_10,VP02_11,VP02_12,VP03_01,VP03_02,VP03_03,VP03_04,VP03_05,VP03_06,VP03_07,VP03_08,VP03_09,VP03_10,VP03_11,VP03_12,VP03_13,VP03_14,VP03_15,VP03_16,VP04_01,VP04_02,VP04_03,VP04_04,VP04_05,VP04_06,VP04_07,FP01_01,FP01_02,FP01_03,FP01_04,FP01_05,FP01_06,FP01_07,FP01_08,FP01_09,FP01_10,FP01_11,FP01_12,FP01_13,FP02_01,FP02_02,FP02_03,FP02_04,FP02_05,FP02_06,FP02_07,FP02_08,FP02_09,FP02_10,FP02_11,FP02_12,FP02_13,FP02_14,FP02_15,FP02_16,FP02_17,FP02_18,FP02_19,FP02_20,FP03_01,FP03_02,FP03_03,FP03_04,FP03_05,FP03_06,FP03_07,TP01_01,TP01_02,TP01_03,TP01_04,TP01_05,TP01_06,TP02_01,TP02_02,TP02_03,TP02_04,TP02_05,TP02_06,CV22_01,CV22_02,CV22_03,CV22_04,CV22_05,CV22_06,CV22_07,CV22_08,CV22_09,CV22_10,CV22_11,CV22_12,CV25_01,CV26_01,CV27_01,CV27_02,CV27_03,CV27_04,CV27_05,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME017,TIME018,TIME019,TIME020,TIME021,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI,DEG_TIME,filter_$
581,,,base,interview,2021-06-22 09:54:07,,weiblich,mit meinem*meiner Parnter*in.,,gelegentlich während des Semesters erwerbstätig.,10,Deutsch,6.0,äußerst wichtig,,,EN,GW,2,nein,1.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,20.0,2.0,2.0,MS,Wissen wir nicht mind3stens 6,Mai 2021,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft eher zu,trifft eher zu,trifft zu,teils/teils,trifft eher nicht zu,Ich habe Sprachen 1 gewählt und die erste Betreuerin die mir zugeteilt wurde hätte nur Physik und Mathe unterrichtet. So etwas sollte meiner Meinung nach vermieden werden,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,3.0,3.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,trifft voll zu,4.0,sehr häufig,sehr häufig,4.0,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,5.0,2.0,3.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,3.0,nie,3.0,5.0,4.0,trifft voll zu,5.0,trifft gar nicht zu,5.0,trifft eher zu,trifft nicht zu,trifft zu,trifft nicht zu,trifft zu,teils/teils,trifft zu,trifft eher nicht zu,trifft eher zu,trifft zu,trifft zu,trifft eher zu,,,E,H,V,30,B,6.0,26.0,49.0,,58.0,27.0,101.0,53.0,43.0,64.0,166.0,,,,,,,,58.0,46.0,697.0,,2021-06-22 10:05:44,ausgefüllt,Teilnehmer,21.0,21.0,5.0,2.0,,2.0,Not Selected
159,,,base,interview,2021-06-15 09:34:45,,weiblich,bei meinen Eltern.,,nicht erwerbstätig.,,Deutsch,äußerst wichtig,4.0,,,PuP,DE,8,nein,1.0,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,ja,,,,,64.0,15.0,36.0,MS,2,April 2021,3.0,3.0,2.0,3.0,2.0,teils/teils,teils/teils,trifft nicht zu,trifft eher nicht zu,trifft zu,,3.0,trifft gar nicht zu,2.0,trifft gar nicht zu,3.0,trifft gar nicht zu,trifft gar nicht zu,trifft voll zu,3.0,2.0,trifft voll zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,3.0,2.0,2.0,trifft voll zu,trifft gar nicht zu,trifft voll zu,2.0,2.0,5.0,4.0,nie,nie,nie,2.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,nie,nie,2.0,nie,nie,4.0,3.0,3.0,nie,2.0,nie,nie,nie,nie,sehr häufig,nie,nie,nie,nie,nie,nie,4.0,nie,4.0,sehr häufig,4.0,3.0,nie,3.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,sehr häufig,nie,nie,nie,nie,nie,nie,nie,sehr häufig,3.0,nie,nie,nie,nie,nie,nie,5.0,nie,nie,nie,5.0,sehr häufig,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nie,nie,nie,nie,nie,nie,3.0,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,3.0,trifft voll zu,trifft nicht zu,teils/teils,teils/teils,trifft nicht zu,trifft zu,trifft eher zu,trifft nicht zu,teils/teils,trifft nicht zu,trifft nicht zu,trifft eher zu,trifft eher nicht zu,,,C,N,A,03,G,3.0,16.0,20.0,,40.0,17.0,14.0,23.0,23.0,34.0,41.0,43.0,34.0,23.0,54.0,,,,28.0,27.0,440.0,,2021-06-15 09:42:05,ausgefüllt,Teilnehmer,21.0,21.0,4.0,1.0,,53.0,Selected
165,,,base,interview,2021-06-15 09:38:36,,divers/andere,alleine.,2,nicht erwerbstätig.,,Deutsch,äußerst wichtig,6.0,gar nicht wichtig,BE,EN,BU,8,nein,1.0,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,nein,schwieriger Lernbedingungen zu Hause,30.0,NMS,Mai 2021,,10.0,4.0,,,,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft eher nicht zu,trifft nicht zu,teils/teils,trifft nicht zu,trifft nicht zu,,2.0,3.0,trifft gar nicht zu,trifft gar nicht zu,2.0,3.0,trifft voll zu,2.0,trifft gar nicht zu,trifft voll zu,trifft gar nicht zu,2.0,2.0,trifft voll zu,trifft gar nicht zu,trifft gar nicht zu,2.0,3.0,trifft gar nicht zu,2.0,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,nie,2.0,3.0,nie,4.0,sehr häufig,nie,3.0,sehr häufig,3.0,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,nie,5.0,5.0,nie,sehr häufig,sehr häufig,2.0,sehr häufig,3.0,nie,sehr häufig,2.0,sehr häufig,4.0,nie,2.0,4.0,nie,nie,nie,4.0,nie,nie,5.0,2.0,nie,2.0,4.0,nie,nie,4.0,5.0,5.0,nie,nie,nie,2.0,nie,nie,4.0,nie,nie,4.0,3.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,3.0,nie,3.0,nie,nie,2.0,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nie,nie,nie,nie,nie,nie,5.0,4.0,4.0,5.0,5.0,4.0,teils/teils,trifft nicht zu,trifft zu,trifft zu,teils/teils,trifft eher nicht zu,trifft nicht zu,trifft eher nicht zu,teils/teils,trifft eher zu,trifft nicht zu,trifft nicht zu,,,T,P,C,9,B,2.0,17.0,41.0,35.0,13.0,17.0,35.0,43.0,35.0,69.0,97.0,54.0,61.0,48.0,73.0,,,,53.0,25.0,683.0,,2021-06-15 09:50:34,ausgefüllt,Teilnehmer,21.0,21.0,3.0,1.0,,29.0,Selected
210,,,base,interview,2021-06-15 10:08:23,,weiblich,mit meinem*meiner Parnter*in.,,gelegentlich während des Semesters erwerbstätig.,9,Deutsch,5.0,5.0,,,KR,DE,2,nein,1.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,21.0,6.0,2.0,MS,3,April 2021,3.0,3.0,2.0,trifft voll zu,3.0,teils/teils,trifft eher zu,teils/teils,trifft eher zu,trifft eher nicht zu,,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,5.0,sehr häufig,5.0,nie,5.0,4.0,5.0,4.0,5.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,nie,2.0,nie,nie,2.0,3.0,trifft gar nicht zu,2.0,trifft gar nicht zu,trifft gar nicht zu,trifft eher nicht zu,trifft nicht zu,trifft zu,trifft eher nicht zu,trifft zu,trifft zu,teils/teils,teils/teils,teils/teils,trifft eher nicht zu,trifft nicht zu,teils/teils,,,B,K,J,12,G,12.0,26.0,36.0,,48.0,25.0,27.0,41.0,26.0,52.0,95.0,,,,,,,,39.0,25.0,452.0,,2021-06-15 10:15:55,ausgefüllt,Teilnehmer,21.0,21.0,5.0,1.0,,16.0,Not Selected
497,,,base,interview,2021-06-17 16:31:41,,weiblich,bei meinen Eltern.,,gelegentlich während des Semesters erwerbstätig.,5,Andere Sprache,äußerst wichtig,6.0,,,PH,MA,2,ja,2.0,ausgewählt,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,23.0,6.0,2.0,MS,3,Mai 2021,3.0,3.0,3.0,3.0,2.0,trifft eher zu,trifft eher zu,trifft nicht zu,trifft eher zu,trifft zu,,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,3.0,3.0,sehr häufig,4.0,nie,nie,sehr häufig,sehr häufig,5.0,sehr häufig,4.0,2.0,2.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,sehr häufig,3.0,sehr häufig,3.0,5.0,2.0,2.0,nie,3.0,nie,4.0,nie,nie,nie,5.0,nie,4.0,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,3.0,3.0,sehr häufig,sehr häufig,sehr häufig,sehr häufig,nie,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft nicht zu,trifft eher nicht zu,trifft nicht zu,trifft eher nicht zu,trifft nicht zu,trifft nicht zu,trifft zu,trifft nicht zu,trifft zu,teils/teils,trifft zu,trifft zu,,,U,M,E,25,B,5.0,44.0,45.0,,117.0,36.0,33.0,43.0,48.0,58.0,174.0,,,,,103.0,30.0,51.0,53.0,32.0,872.0,,2021-06-17 16:46:13,ausgefüllt,Teilnehmer,21.0,21.0,4.0,1.0,,4.0,Not Selected
129,,,base,interview,2021-06-15 09:16:21,,weiblich,bei meinen Eltern.,,gelegentlich während des Semesters erwerbstätig.,4,Deutsch,4.0,6.0,,,KR,BU,2,nein,1.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,20.0,8.0,2.0,AHS,5,Juni 2021,trifft voll zu,3.0,3.0,2.0,3.0,teils/teils,trifft eher zu,trifft eher nicht zu,teils/teils,trifft eher zu,,trifft voll zu,trifft voll zu,3.0,3.0,2.0,3.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft gar nicht zu,3.0,3.0,3.0,3.0,2.0,trifft voll zu,3.0,3.0,3.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,4.0,3.0,3.0,nie,4.0,2.0,3.0,2.0,4.0,3.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,4.0,5.0,3.0,sehr häufig,2.0,3.0,2.0,4.0,2.0,3.0,trifft nicht zu,teils/teils,trifft eher zu,teils/teils,trifft nicht zu,trifft nicht zu,trifft eher zu,teils/teils,teils/teils,teils/teils,trifft eher zu,trifft nicht zu,,,M,R,A,13,G,6.0,64.0,41.0,,73.0,38.0,31.0,58.0,42.0,71.0,117.0,,,,,,,,74.0,30.0,645.0,,2021-06-15 09:27:06,ausgefüllt,Teilnehmer,21.0,21.0,5.0,1.0,,3.0,Not Selected
132,,,base,interview,2021-06-15 09:16:38,18,weiblich,bei meinen Eltern.,,während des ganzen Semesters erwerbstätig.,9-18,Andere Sprache,,,,,Sonstiges,GW,2,ja,1.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,20.0,4.0,2.0,MS,3,Mai 2021,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft eher zu,trifft eher zu,trifft zu,trifft eher nicht zu,teils/teils,,trifft gar nicht zu,2.0,2.0,2.0,2.0,3.0,trifft voll zu,2.0,2.0,trifft voll zu,3.0,2.0,,,,,,,,,trifft voll zu,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,2.0,4.0,nie,5.0,4.0,nie,sehr häufig,sehr häufig,4.0,4.0,3.0,nie,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,teils/teils,trifft eher nicht zu,teils/teils,trifft nicht zu,teils/teils,teils/teils,teils/teils,trifft eher zu,teils/teils,trifft eher zu,trifft nicht zu,trifft eher nicht zu,,,B,R,R,21,g,28.0,33.0,29.0,,36.0,12.0,19.0,40.0,97.0,24.0,152.0,,,,,,,,44.0,65.0,579.0,,2021-06-15 09:26:17,ausgefüllt,Teilnehmer,21.0,21.0,13.0,9.0,,24.0,Not Selected
602,,,base,interview,2021-06-22 14:07:36,18,weiblich,bei meinen Eltern.,,nicht erwerbstätig.,,Deutsch,,,,PuP,,EN,2,nein,1.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,26.0,10.0,2.0,MS,5,Mai 2021,trifft voll zu,3.0,3.0,3.0,trifft voll zu,trifft zu,trifft eher zu,teils/teils,teils/teils,teils/teils,,trifft voll zu,trifft voll zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,2.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,trifft voll zu,3.0,sehr häufig,4.0,nie,sehr häufig,2.0,2.0,sehr häufig,5.0,5.0,5.0,nie,2.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,trifft nicht zu,trifft nicht zu,trifft eher zu,trifft nicht zu,trifft zu,trifft zu,teils/teils,trifft zu,trifft eher nicht zu,trifft nicht zu,trifft eher zu,trifft nicht zu,,,R,J,K,05,G,3.0,19.0,20.0,,67.0,20.0,31.0,46.0,31.0,68.0,108.0,,,,,,,,54.0,44.0,511.0,,2021-06-22 14:16:07,ausgefüllt,Teilnehmer,21.0,21.0,12.0,8.0,,16.0,Not Selected
707,,,base,interview,2021-06-24 16:47:10,18,weiblich,bei meinen Eltern.,,nicht erwerbstätig.,,Deutsch,äußerst wichtig,äußerst wichtig,,,MA,EN,2,nein,1.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,20.0,8.0,2.0,MS,3,April 2021,trifft voll zu,trifft voll zu,3.0,3.0,3.0,trifft zu,trifft zu,trifft nicht zu,trifft eher nicht zu,trifft zu,"Ich fände es von Vorteil, wenn es einen Tag in der Woche gibt, der für die Praktika reserviert ist und der mit allen betroffenen Schulen und den Universitäten und Hochschulen kommuniziert wird. Da dies nicht der Fall ist, müsste zumindest klar sein, dass eine Abwesenheit in einer LV auf grund der Praktika ohne Probleme möglich ist und es zu keiner Verunsicherung oder Unklarheit wegen der 80%-Anwesenheit kommt.",trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,2.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,sehr häufig,sehr häufig,sehr häufig,nie,sehr häufig,sehr häufig,sehr häufig,nie,4.0,nie,nie,5.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,3.0,4.0,sehr häufig,sehr häufig,,,,,,,trifft nicht zu,trifft nicht zu,teils/teils,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft eher nicht zu,trifft zu,trifft nicht zu,trifft zu,trifft nicht zu,,,D,A,M,08,G,22.0,30.0,47.0,,77.0,37.0,276.0,46.0,41.0,65.0,95.0,,,,,,,,58.0,35.0,589.0,,2021-06-24 17:00:59,ausgefüllt,Teilnehmer,21.0,21.0,9.0,6.0,,3.0,Not Selected
470,,,base,interview,2021-06-17 09:03:08,18,,bei meinen Eltern.,,nicht erwerbstätig.,,Deutsch,äußerst wichtig,6.0,,,GS,PuP,2,nein,1.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,21.0,5.0,2.0,MS,2,Mai 2021,trifft voll zu,trifft voll zu,trifft voll zu,3.0,3.0,trifft zu,trifft zu,trifft zu,trifft eher zu,trifft zu,"Die Dreiecks-Kommunikationj zwischen PPS, Praxispädagoge und Student*innen funktionierte äußerst gut",trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,sehr häufig,sehr häufig,4.0,2.0,sehr häufig,sehr häufig,5.0,sehr häufig,sehr häufig,sehr häufig,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sehr häufig,sehr häufig,5.0,5.0,sehr häufig,sehr häufig,5.0,trifft voll zu,5.0,5.0,trifft voll zu,trifft voll zu,trifft eher nicht zu,trifft eher nicht zu,teils/teils,trifft nicht zu,trifft zu,trifft zu,trifft zu,trifft eher zu,trifft zu,trifft zu,trifft zu,trifft eher nicht zu,,Ich möchte mich einfach für Ihre Arbeit bedanken ! :),A,M,M,7,B,8.0,35.0,44.0,,66.0,30.0,64.0,44.0,49.0,117.0,117.0,,,,,,,,57.0,55.0,686.0,,2021-06-17 09:14:34,ausgefüllt,Teilnehmer,21.0,21.0,4.0,2.0,,1.0,Not Selected
615,,,base,interview,2021-06-22 14:07:43,18,weiblich,bei meinen Eltern.,,nicht erwerbstätig.,,Deutsch,äußerst wichtig,6.0,,,BU,EN,2,nein,1.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,23.0,5.0,2.0,"BMHS (z. B. HTL, HAK, ...)",3,Mai 2021,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft eher zu,trifft zu,trifft zu,trifft eher zu,trifft zu,,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,2.0,2.0,trifft gar nicht zu,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,2.0,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,trifft voll zu,sehr häufig,sehr häufig,4.0,2.0,sehr häufig,5.0,5.0,4.0,4.0,sehr häufig,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,4.0,2.0,trifft gar nicht zu,trifft gar nicht zu,2.0,2.0,trifft gar nicht zu,trifft nicht zu,trifft eher zu,trifft zu,trifft nicht zu,trifft zu,trifft zu,trifft eher zu,trifft zu,teils/teils,trifft eher nicht zu,teils/teils,trifft eher nicht zu,,,A,J,C,17,B,12.0,36.0,45.0,,95.0,26.0,30.0,58.0,56.0,66.0,151.0,,,,,,,,50.0,50.0,675.0,,2021-06-22 14:18:58,ausgefüllt,Teilnehmer,21.0,21.0,5.0,1.0,,2.0,Not Selected
193,,,base,interview,2021-06-15 09:58:03,19,männlich,bei meinen Eltern.,,nicht erwerbstätig.,,Deutsch,6.0,6.0,,,MA,GS,2,nein,1.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,20.0,,,MS,3,April 2021,3.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,,trifft voll zu,3.0,trifft voll zu,3.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,3.0,3.0,3.0,2.0,trifft voll zu,trifft voll zu,trifft voll zu,3.0,3.0,trifft voll zu,3.0,3.0,sehr häufig,5.0,sehr häufig,5.0,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft eher nicht zu,trifft nicht zu,trifft zu,trifft nicht zu,trifft zu,trifft nicht zu,trifft zu,trifft zu,,,B,H,E,18,B,5.0,34.0,4267.0,,87.0,269.0,32.0,74.0,73.0,82.0,134.0,,,,,,,,67.0,41.0,703.0,,2021-06-15 11:24:08,ausgefüllt,Teilnehmer,21.0,21.0,17.0,13.0,,1.0,Not Selected
477,,,base,interview,2021-06-17 09:56:04,19,weiblich,alleine.,,nicht erwerbstätig.,,Deutsch,äußerst wichtig,äußerst wichtig,,,MG,BE,2,nein,1.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,20.0,6.0,2.0,AHS,3,April 2021,3.0,3.0,3.0,3.0,3.0,teils/teils,teils/teils,trifft eher zu,teils/teils,trifft eher zu,,2.0,2.0,3.0,2.0,trifft gar nicht zu,3.0,3.0,3.0,trifft gar nicht zu,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,trifft voll zu,trifft voll zu,trifft voll zu,5.0,5.0,2.0,2.0,5.0,3.0,3.0,3.0,3.0,nie,4.0,2.0,4.0,4.0,nie,nie,nie,nie,nie,nie,4.0,4.0,2.0,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,2.0,2.0,nie,,,,,,,trifft nicht zu,trifft nicht zu,trifft zu,trifft nicht zu,trifft zu,trifft zu,trifft nicht zu,trifft zu,trifft eher nicht zu,teils/teils,trifft eher nicht zu,trifft nicht zu,,,C,E,S,16,B,5.0,27.0,32.0,,42.0,24.0,23.0,33.0,28.0,53.0,84.0,,,,,,,,33.0,46.0,430.0,,2021-06-17 10:03:15,ausgefüllt,Teilnehmer,21.0,21.0,10.0,6.0,,18.0,Not Selected
