CASE,SERIAL,REF,QUESTNNR,MODE,STARTED,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI,DEG_TIME,SC01,SD01_01,SD02,SD03_01,SD04,SD05,SD06,SD08_01,SD08_02,SD08_03,SD08_04,SD08_05,SD08_06,SD08_07,SD09,LV03_01,SW01_01,SW01_02,SW01_03,SW01_04,SW01_05,RS01_01,RS01_02,RS01_03,RS01_04,RS01_05,RS01_06,RS01_07,RS01_08,RS01_09,RS01_10,RS01_11,RS01_12,RS01_13,BE01_01,BE01_02,BE01_03,BE01_04,BE01_05,BE01_06,BE01_07,BE01_08,BE01_09,BE01_10,BE01_11,BE01_12,BE02_01,BE02_02,BE02_03,BE02_04,BE02_05,BE02_06,BE02_07,BL01_01,BL01_02,BL01_03,BL01_04,BL03_01,BL03_02,BL03_03,BL03_04,BL03_05,BL03_06,BL03_07,BL03_08,EN01_01,CO01_01,SC03,SC04,SD10,LV01_01,LV02,IP01,IP06_01,IP06_02,IP06_03,IP06_04,IP06_05,BE03_01,BL02_01,BL02_02,BL02_03,BL02_04,BL04_01,BL04_02,BL04_03,BL04_04,BL04_05,BL04_06,BL04_07,BL04_08,BL04_09,SD07_01,IP02_01,IP02_02,IP02_03,IP02_04,IP02_05,IP02_06,IP03_01,IP04,IP05_01,PP01_01,PP01_02,PP01_03,PP01_04,PP01_05,PP01_06,PP01_07,PP01_08,PP01_09,PP01_10,PP02_01,PP02_02,PP02_03,PP02_04,PP02_05,TP01_01,TP01_02,TP01_03,TP01_04,TP01_05,TP01_06,TP01_07,TP03_01,TP03_02,TP03_03,TP03_04,TP03_05,BL05_01,BL05_02,BL05_03,BL05_04,BL05_05,BL05_06,BL05_07,BL05_08,BL05_09,TP02_01,TP02_02,TP02_03,TP02_04,TP02_05,TP02_06,TP02_07,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME016,TIME017,TIME018,TIME019,TIME020,TIME021,TIME022,TIME023,TIME024,TIME025,TIME026,TIME027,TIME028,TIME029,TIME030,TIME031,TIME032,TIME_SUM,MAILSENT,LASTDATA
1036,,,base,interview,2023-05-24 16:37:16,ausgefüllt,Teilnehmer,32.0,32.0,3.0,2.0,0.77,2.0,Ja,38.0,weiblich,2.0,HLG Quereinstieg,,Ich bin an einer Schule als Lehrkraft tätig.,,,,,,,,,11.5,4.0,5.0,4.0,trifft voll zu,4.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,5.0,5.0,6.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,3.0,trifft voll und ganz zu,5.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,4.0,trifft voll und ganz zu,4.0,3.0,5.0,3.0,3.0,trifft nicht zu,trifft zu,3.0,trifft zu,trifft zu,trifft zu,trifft zu,trifft voll und ganz zu,trifft voll und ganz zu,4.0,5.0,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,4.0,stimme gar nicht zu,4.0,,HJK07B,Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",MS,8.0,ausschließlich in meinen studierten Fächern,Ich bin gerade in der Induktionsphase.,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,5.0,trifft voll und ganz zu,das Studium,trifft nicht zu,trifft nicht zu,trifft nicht zu,2.0,trifft zu,trifft zu,trifft zu,trifft zu,3.0,2.0,trifft nicht zu,2.0,trifft zu,,häufig,häufig,,häufig,häufig,,500.0,überwiegend in den gleichen Fächern wie ich,ja,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,4.0,3.0,3.0,3.0,2.0,2.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,3.0,,,,,,,,trifft voll und ganz zu,3.0,4.0,5.0,5.0,,,,,,,,,,trifft nicht zu,trifft nicht zu,trifft nicht zu,3.0,3.0,4.0,5.0,30.0,14.0,33.0,7.0,,13.0,,,,5.0,13.0,9.0,11.0,153.0,19.0,30.0,37.0,67.0,36.0,67.0,101.0,30.0,29.0,88.0,35.0,21.0,22.0,57.0,71.0,4.0,37.0,24.0,929.0,,2023-05-24 16:54:59
203,,,base,interview,2023-05-08 16:18:27,ausgefüllt,Teilnehmer,32.0,32.0,0.0,0.0,1.49,28.0,Ja,23.0,weiblich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2019/20,Ich bin an einer Schule als Lehrkraft tätig.,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,durch Anerkennung von Unterichtstätigkeit,nein,23.0,5.0,4.0,4.0,4.0,4.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,4.0,ja Ich stimme völlig zu,4.0,ja Ich stimme völlig zu,6.0,ja Ich stimme völlig zu,4.0,ja Ich stimme völlig zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft nicht zu,trifft zu,2.0,trifft zu,trifft nicht zu,3.0,trifft nicht zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,4.0,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme gar nicht zu,stimme vollständig zu,"Anmerkungen zum Studium! 6 Jahre sind absolut sinnlos! Bachlor ist viel zu lange & Master unnötig für die Unterstufe! Habe in dem einen Jahr beim Unterrichten mehr sinnvolles gelernt als in den letzten 4 Studienjahren! Praktika während des Semesters sind nur stress (auch organisatorisch!) - warum ist das nicht wie in der VS geblockt?? Fachexpertise (6 Jahre!?) gut und schön - aber was bringts wenn man dann fachfremd unterrichtet?? Induktion - noch zusätzlicher Aufwand da in den 6 Jahren so viel unnötiges vorkommt, dass man noch etwas sinnvolleres reinbringen musste (das geht natürlich nicht in den 6 Jahren sondern muss den Einstieg noch zusätzlich erschweren...)? Ich würde NIE wieder ein Lehramtsstudium beginnen - normales dreijähriges Bachlorstudium und dann Quereinstieg (Hat mir leider vor 4 Jahren keiner gesagt!). Warum verdient man mit nicht abgeschlossenem Bachelorstudium weniger - Ich dachte es gäbe einen Lehrermangel??  Das ist die erste Anmerkung welche ich jemals beim Ausfüllen eines Frag",DJ15B,Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",MS,8.0,ausschließlich in meinen studierten Fächern,Ich bin gerade in der Induktionsphase.,3.0,5.0,3.0,5.0,3.0,das Studium,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft zu,3.0,3.0,trifft zu,trifft zu,3.0,trifft zu,trifft zu,trifft zu,,häufig,häufig,häufig,manchmal,manchmal,häufig,50.0,überwiegend in anderen Fächern,ja,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft gar nicht zu,trifft gar nicht zu,5.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,6.0,5.0,11.0,6.0,,9.0,5.0,4.0,10.0,7.0,5.0,21.0,13.0,14.0,22.0,19.0,16.0,35.0,37.0,30.0,7.0,,,11.0,10.0,33.0,29.0,471.0,39.0,18.0,439.0,,2023-05-08 16:33:31
1160,,,base,interview,2023-05-30 14:58:28,ausgefüllt,Teilnehmer,32.0,32.0,1.0,0.0,0.73,2.0,Ja,28.0,männlich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2020/21,Ich bin an einer Schule als Lehrkraft tätig.,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,durch Anerkennung von Unterichtstätigkeit,durch Anerkennung von Unterichtstätigkeit,noch nicht absolviert,noch nicht absolviert,nein,26.5,5.0,4.0,3.0,3.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,4.0,6.0,6.0,6.0,5.0,4.0,trifft voll und ganz zu,trifft voll und ganz zu,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,trifft nicht zu,trifft zu,trifft nicht zu,trifft zu,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,4.0,4.0,4.0,4.0,,RWS07B,Eher Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",MS,7.0,überwiegend in meinen Fächern,Ich bin gerade in der Induktionsphase.,trifft voll und ganz zu,5.0,4.0,3.0,3.0,3.0,3.0,2.0,trifft nicht zu,2.0,3.0,3.0,3.0,trifft zu,2.0,3.0,3.0,3.0,trifft zu,,manchmal,selten,nie,manchmal,selten,nie,50.0,ausschließlich in anderen Fächern,ja,5.0,trifft voll und ganz zu,5.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,2.0,3.0,3.0,trifft voll und ganz zu,4.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.0,8.0,30.0,6.0,24.0,13.0,,48.0,5.0,6.0,17.0,132.0,17.0,77.0,12.0,27.0,50.0,44.0,50.0,60.0,81.0,59.0,16.0,,,88.0,18.0,45.0,46.0,4.0,71.0,24.0,958.0,,2023-05-30 15:18:46
290,,,base,interview,2023-05-08 18:03:25,ausgefüllt,Teilnehmer,32.0,32.0,3.0,2.0,1.02,5.0,Ja,24.0,weiblich,,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2019/20,Ich bin an einer Schule als Lehrkraft tätig.,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,durch Anerkennung von Unterichtstätigkeit,noch nicht absolviert,nein,15.0,4.0,4.0,2.0,trifft voll zu,5.0,ja Ich stimme völlig zu,6.0,6.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,6.0,5.0,6.0,3.0,6.0,5.0,5.0,5.0,2.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,trifft nicht zu,trifft zu,3.0,trifft zu,trifft zu,trifft zu,trifft nicht zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,4.0,stimme vollständig zu,4.0,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,2.0,4.0,,MEV12G,Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",MS,15.0,ca. im gleichen Ausmaß in meinen Fächern und fachfremd,Ich bin gerade in der Induktionsphase.,trifft voll und ganz zu,2.0,3.0,trifft voll und ganz zu,trifft voll und ganz zu,die Arbeit an der Schule,5.0,3.0,trifft nicht zu,2.0,3.0,trifft zu,trifft zu,trifft zu,trifft zu,3.0,trifft zu,3.0,trifft zu,,manchmal,häufig,häufig,manchmal,selten,manchmal,50.0,ausschließlich in anderen Fächern,ja,5.0,trifft voll und ganz zu,,5.0,trifft voll und ganz zu,4.0,trifft gar nicht zu,5.0,5.0,5.0,3.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,5.0,5.0,7.0,16.0,12.0,,19.0,7.0,7.0,18.0,8.0,9.0,39.0,14.0,16.0,34.0,42.0,26.0,54.0,67.0,24.0,9.0,,,20.0,30.0,33.0,31.0,5.0,40.0,22.0,639.0,,2023-05-08 18:14:04
646,,,base,interview,2023-05-12 14:20:18,ausgefüllt,Teilnehmer,32.0,32.0,3.0,2.0,1.59,29.0,Ja,23.0,weiblich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2021/22,Ich bin an einer Schule als Lehrkraft tätig.,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,,,nein,36.0,5.0,5.0,3.0,3.0,4.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,4.0,ja Ich stimme völlig zu,5.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,6.0,5.0,ja Ich stimme völlig zu,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,trifft voll und ganz zu,trifft voll und ganz zu,4.0,4.0,trifft nicht zu,3.0,2.0,trifft zu,2.0,trifft zu,3.0,trifft voll und ganz zu,5.0,trifft voll und ganz zu,trifft voll und ganz zu,4.0,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,3.0,3.0,2.0,,JJA11B,Eher Ja,"Manchmal habe ich irgendetwas geklickt, weil ich unmotiviert war oder mich einfach nicht ausgekannt habe.",AHS,10.0,ausschließlich in meinen studierten Fächern,Ich bin gerade in der Induktionsphase.,trifft voll und ganz zu,trifft voll und ganz zu,3.0,5.0,2.0,das Studium,2.0,2.0,2.0,trifft nicht zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,2.0,2.0,2.0,2.0,,manchmal,häufig,nie,nie,nie,nie,50.0,in den gleichen Fächern wie ich,ja,4.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,5.0,2.0,2.0,trifft voll und ganz zu,trifft voll und ganz zu,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,3.0,4.0,9.0,5.0,,14.0,5.0,6.0,8.0,6.0,6.0,22.0,7.0,17.0,20.0,35.0,14.0,33.0,42.0,18.0,8.0,,,13.0,13.0,27.0,25.0,4.0,38.0,13.0,425.0,,2023-05-12 14:27:24
1047,,,base,interview,2023-05-24 16:59:31,ausgefüllt,Teilnehmer,32.0,32.0,3.0,3.0,0.76,5.0,Ja,39.0,weiblich,0.0,HLG Quereinstieg,,Ich bin an einer Schule als Lehrkraft tätig und anderweitig erwerbstätig.,,,,,,,,,30.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,ja Ich stimme völlig zu,6.0,5.0,ja Ich stimme völlig zu,6.0,ja Ich stimme völlig zu,6.0,5.0,5.0,ja Ich stimme völlig zu,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,,3.0,trifft zu,trifft zu,3.0,5.0,4.0,3.0,trifft gar nicht zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,4.0,3.0,3.0,4.0,,ccs16b,Eher Nein,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.","BHS (z. B. HTL, HAK, ...)",8.0,ausschließlich in meinen studierten Fächern,Ich bin gerade in der Induktionsphase.,5.0,4.0,3.0,3.0,3.0,,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,3.0,3.0,trifft zu,3.0,3.0,2.0,trifft zu,2.0,3.0,30.0,manchmal,selten,manchmal,selten,selten,selten,5.0,in den gleichen Fächern wie ich,ja,4.0,4.0,,3.0,3.0,4.0,trifft gar nicht zu,2.0,trifft gar nicht zu,2.0,2.0,2.0,2.0,trifft gar nicht zu,trifft gar nicht zu,,,,,,,,4.0,trifft gar nicht zu,4.0,3.0,4.0,,,,,,,,,,4.0,2.0,2.0,4.0,4.0,4.0,4.0,9.0,43.0,48.0,25.0,,154.0,18.0,,,5.0,10.0,240.0,6.0,28.0,161.0,23.0,2114.0,74.0,50.0,65.0,191.0,48.0,9.0,78.0,28.0,27.0,30.0,39.0,38.0,4.0,28.0,15.0,928.0,,2023-05-24 17:59:39
268,,,base,interview,2023-05-08 17:12:46,ausgefüllt,Teilnehmer,32.0,32.0,0.0,0.0,1.13,14.0,Ja,23.0,männlich,0.0,Master Lehramt Sekundarstufe (Allgemeinbildung),SoSe 2023,Ich bin an einer Schule als Lehrkraft tätig.,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,durch Anerkennung von Unterichtstätigkeit,noch nicht absolviert,nein,26.0,5.0,5.0,3.0,4.0,trifft voll zu,ja Ich stimme völlig zu,5.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,6.0,5.0,4.0,6.0,4.0,5.0,trifft voll und ganz zu,4.0,4.0,4.0,trifft voll und ganz zu,4.0,3.0,3.0,3.0,4.0,trifft nicht zu,3.0,2.0,trifft zu,3.0,trifft zu,3.0,5.0,3.0,4.0,5.0,4.0,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,4.0,4.0,4.0,4.0,"Das Fremdunterrichten in den MS findet statt obwohl es im 1. Dienstjahr nicht erlaubt ist. Ich unterrichte sowohl in einer MS als auch in einer HAK. In der MS have ich con 12 EH nur 3 EH in meinem eigenen Fach. Dies führt zu einer immensen Mehrbelastung und zu einer Lustlosigkeit beim Unterrichten. Es wäre wichtig, dass in Zukunft die Studierenden wirklich ihre Fächer unterrichten können. zumal es zu Beginn auch seitens der Direktion versichert worden ist. Die Unterstützung im Kollegium ist sehr groß. Jedoch ist bereitet mir das Unterrichten in der HAK aufgrund des eigenen Faches deutlich mehr Freude.",SJA13G,Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.","BHS (z. B. HTL, HAK, ...)",20.0,ca. im gleichen Ausmaß in meinen Fächern und fachfremd,Ich bin gerade in der Induktionsphase.,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,2.0,3.0,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,,selten,manchmal,nie,selten,nie,selten,5.0,ausschließlich in anderen Fächern,ja,4.0,trifft voll und ganz zu,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,5.0,trifft voll und ganz zu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,8.0,21.0,8.0,9.0,9.0,,13.0,4.0,11.0,25.0,6.0,4.0,30.0,7.0,13.0,24.0,52.0,32.0,41.0,50.0,25.0,15.0,,,27.0,24.0,33.0,17.0,245.0,43.0,16.0,590.0,,2023-05-08 17:26:36
489,,,base,interview,2023-05-10 14:20:38,ausgefüllt,Teilnehmer,32.0,32.0,6.0,5.0,0.92,4.0,Ja,26.0,weiblich,0.0,Master Lehramt Sekundarstufe (Allgemeinbildung),SoSe 2023,Ich bin an einer Schule als Lehrkraft tätig.,,,,,,,noch nicht absolviert,nein,10.0,4.0,5.0,5.0,4.0,2.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,6.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,2.0,ja Ich stimme völlig zu,6.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,5.0,trifft voll und ganz zu,trifft voll und ganz zu,5.0,trifft voll und ganz zu,4.0,4.0,trifft voll und ganz zu,5.0,trifft voll und ganz zu,2.0,trifft zu,2.0,trifft zu,3.0,trifft zu,3.0,trifft voll und ganz zu,5.0,trifft voll und ganz zu,4.0,4.0,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,4.0,4.0,stimme vollständig zu,,ATS29B,Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",MS,17.0,ausschließlich fachfremd,Ich bin gerade in der Induktionsphase.,trifft voll und ganz zu,5.0,5.0,5.0,trifft voll und ganz zu,die Arbeit an der Schule,2.0,trifft nicht zu,trifft nicht zu,2.0,trifft zu,trifft zu,trifft zu,trifft zu,3.0,trifft nicht zu,trifft zu,3.0,trifft zu,,häufig,selten,nie,nie,nie,nie,5.0,überwiegend in den gleichen Fächern wie ich,ja,5.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,2.0,2.0,trifft gar nicht zu,trifft gar nicht zu,4.0,4.0,2.0,trifft gar nicht zu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,9.0,11.0,6.0,9.0,14.0,,20.0,5.0,4.0,25.0,8.0,7.0,57.0,15.0,38.0,37.0,56.0,46.0,79.0,94.0,38.0,22.0,,,36.0,36.0,35.0,33.0,4.0,35.0,20.0,809.0,,2023-05-10 14:34:07
1145,,,base,interview,2023-05-27 06:28:55,ausgefüllt,Teilnehmer,32.0,32.0,0.0,0.0,1.96,63.0,Ja,25.0,weiblich,0.0,Master Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2020/21,Ich bin an einer Schule als Lehrkraft tätig.,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,durch Anerkennung von Unterichtstätigkeit,nein,18.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,5.0,ja Ich stimme völlig zu,2.0,5.0,2.0,4.0,3.0,5.0,ja Ich stimme völlig zu,4.0,6.0,ja Ich stimme völlig zu,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,trifft zu,3.0,trifft zu,2.0,trifft zu,3.0,5.0,5.0,trifft voll und ganz zu,5.0,4.0,stimme vollständig zu,stimme vollständig zu,4.0,stimme vollständig zu,4.0,stimme vollständig zu,stimme vollständig zu,"Es braucht viel mehr online LVs, um auch berufstätigen Studierenden, die ev. einen weiteren Anfahrtsweg haben zu ermöglichen, das Studium in einer angemessenen Zeitdauer abzuschließen",2310,Eher Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",MS,16.0,überwiegend in meinen Fächern,Ich bin gerade in der Induktionsphase.,trifft voll und ganz zu,5.0,3.0,trifft voll und ganz zu,2.0,3.0,3.0,3.0,2.0,2.0,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,,manchmal,selten,selten,selten,selten,selten,5.0,ausschließlich in anderen Fächern,ja,2.0,4.0,trifft gar nicht zu,2.0,trifft voll und ganz zu,2.0,4.0,trifft gar nicht zu,3.0,5.0,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,7.0,6.0,4.0,15.0,4.0,,14.0,5.0,6.0,9.0,5.0,3.0,20.0,6.0,10.0,8.0,24.0,8.0,31.0,22.0,14.0,7.0,,,9.0,6.0,14.0,10.0,41.0,5.0,10.0,331.0,,2023-05-27 06:34:27
280,,,base,interview,2023-05-08 17:27:13,ausgefüllt,Teilnehmer,32.0,32.0,0.0,0.0,1.11,11.0,Ja,23.0,weiblich,0.0,Master Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2019/20,Ich bin an einer Schule als Lehrkraft tätig.,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,durch Anerkennung von Unterichtstätigkeit,nein,27.0,5.0,trifft voll zu,4.0,trifft voll zu,5.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,3.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,5.0,ja Ich stimme völlig zu,6.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,5.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,5.0,5.0,4.0,trifft voll und ganz zu,3.0,3.0,3.0,3.0,4.0,trifft nicht zu,trifft zu,3.0,trifft zu,trifft zu,trifft zu,trifft nicht zu,trifft voll und ganz zu,5.0,trifft voll und ganz zu,trifft voll und ganz zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,3.0,stimme vollständig zu,"Sehr viel Wiederholung in den bildungswissenschaftlichen Veranstaltungen. Oft Arbeitsaufträge, die extrem zeitaufwändig sind, bei welchen sich mir der Sinn allerdings nicht erschließt. Wenig praxisrelevante Inhalte.",PJA13B,Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",MS,15.0,ca. im gleichen Ausmaß in meinen Fächern und fachfremd,Ich bin gerade in der Induktionsphase.,trifft voll und ganz zu,5.0,4.0,trifft voll und ganz zu,5.0,die Arbeit an der Schule,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft nicht zu,trifft zu,2.0,trifft zu,,häufig,selten,selten,selten,nie,nie,5.0,überwiegend in den gleichen Fächern wie ich,ja,4.0,trifft voll und ganz zu,4.0,trifft voll und ganz zu,4.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,6.0,5.0,7.0,9.0,11.0,,31.0,7.0,6.0,12.0,11.0,5.0,26.0,15.0,21.0,25.0,45.0,28.0,41.0,46.0,20.0,7.0,,,15.0,18.0,26.0,25.0,87.0,39.0,63.0,679.0,,2023-05-08 17:38:33
